company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
KOBE_STEEL_JP,Kobe Steel,CAND-DCD679F188D852,P1,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,4.790231,-3.775087,490.477,103.941,0.0,-1178.108,-1668.585,-172.253
KOBE_STEEL_JP,Kobe Steel,CAND-DDE822F7D41D2E,P5,PORT-0095E30DB97C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,118.419093,18.050111,-0.047973,2137.477,2131.796,0.0,236.86,-1900.618,-2130.059
KOBE_STEEL_JP,Kobe Steel,CAND-E9169FB41B03EE,P1,PORT-0CA13428C264,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,42.211089,15.527196,-0.100971,655.42,651.157,0.0,-49.008,-704.428,-32.926
KOBE_STEEL_JP,Kobe Steel,CAND-F3EC79559B1773,P1,PORT-B0BA3BE7A418,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,25.333096,16.130128,0.001561,408.626,408.665,0.0,-5.026,-413.653,-0.431
NIPPON_STEEL_JP,Nippon Steel,CAND-004C84C918F9F0,P2,PORT-7DC6DDA55D96,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.368973,10.276752,-1.914502,2151.633,1750.795,0.0,-1413.991,-3565.623,-751.32
NIPPON_STEEL_JP,Nippon Steel,CAND-005FE12044C08C,P2,PORT-91584DA203D9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,223.148943,10.358734,-2.545555,2311.54,1743.503,0.0,-1459.219,-3770.761,-658.484
NIPPON_STEEL_JP,Nippon Steel,CAND-009A19D2863AA5,P1,PORT-1411E33E415A,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,447.753948,11.12403,-3.084314,4980.828,3599.814,0.0,-2470.004,-7450.833,-698.021
NIPPON_STEEL_JP,Nippon Steel,CAND-0902F4B4859A1C,P2,PORT-1411E33E415A,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,447.753948,11.627154,-2.430447,5206.104,4117.861,0.0,-2244.728,-7450.833,-943.177
NIPPON_STEEL_JP,Nippon Steel,CAND-0B64D3C56ED2FD,P1,PORT-93BA44A86FDE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,468.703944,6.500689,-3.386468,3046.898,1459.647,0.0,-4759.415,-7806.313,-997.662
NIPPON_STEEL_JP,Nippon Steel,CAND-0CCB31C64DEB2F,P1,PORT-4025A7B6BA3A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,379.748943,10.525494,-2.175633,3997.046,3170.851,0.0,-2282.639,-6279.684,-548.743
NIPPON_STEEL_JP,Nippon Steel,CAND-0E307C2CAB5D7A,P2,PORT-792EEE640306,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,339.438974,10.931448,-1.92521,3710.56,3057.069,0.0,-1906.287,-5616.846,-797.672
NIPPON_STEEL_JP,Nippon Steel,CAND-185224D49A1B91,P1,PORT-3391EE4132D6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,453.828942,9.148859,-2.816604,4152.017,2873.761,0.0,-3399.125,-7551.142,-824.506
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,9.734159,-3.799103,4426.648,2698.991,0.0,-3144.784,-7571.432,-824.623
NIPPON_STEEL_JP,Nippon Steel,CAND-1D35A6D7D808A4,P1,PORT-5DE4D9A04480,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,461.703943,7.508335,-2.503043,3466.628,2310.963,0.0,-4219.086,-7685.714,-868.777
NIPPON_STEEL_JP,Nippon Steel,CAND-1F99EBB5AE8665,P3,PORT-05EE518306D9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,460.828943,11.157174,-1.181967,5141.548,4596.864,0.0,-2530.192,-7671.74,-2285.394
NIPPON_STEEL_JP,Nippon Steel,CAND-1FF01FDB28F13A,P4,PORT-D74D023C0D05,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,521.418946,12.335368,-0.868092,6431.894,5979.255,0.0,-2145.661,-8577.556,-3441.289
